级别,名称,别名,道具类型,文字介绍ID,基准价格,重量,速度(1-5),唯一,等级限制,力量限制,敏捷限制,体质限制,攻击力小,攻击力大,防御力小,防御力大,耐久度小,耐久度大,最小特性数,最大特性数,抽取特性类型1,类型1概率,抽取特性类型2,类型2概率,抽取特性类型3,类型3概率,抽取特性类型4,类型4概率,抽取特性类型5,类型5概率,道具栏图片ID,地面图片ID,游侠,力士,刺客,术士,巫师,名称ID,五行属性,五行攻击,五行攻击MAX,五行防御,五行防御MAX,相生特性,镶嵌宝石数量,相生属性出现几率,五行属性出现几率
9,邀星,yaoxing,8,1065,1050,6,60,Y,38,65,155,,60,80,,,70,70,0,0,Unique08_yaoxing,100,,,,,,,,,3646,weapon_sword_ancient_angel_new,RH_010_001,,,,,124,3,10,20,,,Tattackspeed_60u,1,100,0
1,长刀1,8_1,8,2075,10,4,0,Y,1,40,,,16,24,,,48,60,0,2,,,,,,,,,,,3629,weapon_sword_ancient_angel_new,RH_010_001,,,,,106,1,8,12,,,,1,0,100
2,长刀2,8_2,8,2075,20,5,0,Y,3,62,,,17,26,,,48,60,0,2,,,,,,,,,,,3630,weapon_sword_ancient_angel_new,RH_011_001,,,,,106,1,8,12,,,,1,0,100
3,长刀3,8_3,8,2075,30,6,0,Y,5,84,,,18,28,,,48,60,0,2,,,,,,,,,,,3632,weapon_sword_ancient_angel_new,RH_012_001,,,,,106,1,8,12,,,,1,0,100
4,长刀4,8_4,8,2075,40,7,0,Y,7,106,,,19,30,,,48,60,0,2,,,,,,,,,,,3634,weapon_sword_ancient_angel_new,RH_010_001,,,,,106,1,8,12,,,,1,0,100
5,长刀5,8_5,8,2075,50,8,0,Y,9,128,,,20,32,,,48,60,0,2,,,,,,,,,,,3636,weapon_sword_ancient_angel_new,RH_011_001,,,,,106,1,8,12,,,,1,0,100
6,长刀6,8_6,8,2075,60,9,0,Y,11,150,,,21,34,,,48,60,0,2,,,,,,,,,,,3638,weapon_sword_ancient_angel_new,RH_012_001,,,,,106,1,8,12,,,,1,0,100
7,长刀7,8_7,8,2075,70,10,0,Y,13,172,,,22,36,,,48,60,0,2,,,,,,,,,,,3640,weapon_sword_ancient_angel_new,RH_010_001,,,,,106,1,8,12,,,,1,0,100
8,长刀8,8_8,8,2075,80,11,0,Y,15,194,,,23,38,,,48,60,0,2,,,,,,,,,,,3642,weapon_sword_ancient_angel_new,RH_011_001,,,,,106,1,8,12,,,,1,0,100
9,长刀9,8_9,8,2075,90,12,0,Y,17,216,,,24,40,,,48,60,0,2,,,,,,,,,,,3644,weapon_sword_ancient_angel_new,RH_012_001,,,,,106,1,8,12,,,,1,0,100
1,青铜短剑,qingtongduanjian,9,1022,50,2,30,N,1,,,,8,12,,,40,72,1,4,Unique09_1a,0,,,,,,,,,3654,weapon_sword_ancient_angel_new,,,RH_002_001,,,126,3,3,7,,,Tattackspeed_60,1,20,25
2,铜匕,tongbi,9,1023,73,2,20,N,4,,51,,4,7,,,56,80,0,5,Unique09_2a,0,Umapx5_40,5,,,,,,,3655,weapon_sword_ancient_angel_new,,,RH_002_001,,,127,5,7,20,,,Umap5_60,1,20,100
2,羊首短匕,yangshouduanbi,9,1024,89,3,0,N,5,35,45,,8,17,,,60,96,1,5,Unique09_2b,0,Tmpregen%_80,25,,,,,,,3656,weapon_sword_ancient_angel_new,,,RH_002_001,,,128,2,3,15,,,Tmpmax%_100,2,25,50
3,错金铁短剑,cuojintieduandao,9,1025,140,4,25,N,8,55,,,20,32,,,72,96,0,5,Unique09_3a,0,Tcritical_30,10,,,,,,,3657,weapon_sword_ancient_angel_new,,,RH_002_001,,,129,1,4,8,,,Tdeadly_50,1,20,0
4,曲柄匕剑,qubingbijian,9,1026,126,3,-15,N,12,,86,,8,15,,,68,100,0,5,Unique09_4a,0,Umapx4_40,8,,,,,,,3658,weapon_sword_ancient_angel_new,,,RH_002_001,,,130,4,18,40,,,Tblind_60,2,20,100
4,巴蜀柳叶匕,bashuliuyebi,9,1027,158,3,0,N,15,,92,,3,15,,,48,88,1,5,Unique09_4b,0,Umapx2_40,8,,,,,,,3659,weapon_sword_ancient_angel_new,,,RH_002_001,,,131,2,20,32,,,Umap2_60,1,20,100
5,腾龙匕,tenglongbi,9,1066,223,5,-10,N,18,80,,,34,56,,,56,100,0,6,Unique09_5a,0,Tcritical_30,15,,,,,,,3660,weapon_sword_ancient_angel_new,,,RH_002_001,,,132,3,6,15,,,Tstr_80,2,20,0
6,曹公匕,caogongbi,9,1067,252,4,10,N,20,60,110,,16,32,,,80,96,0,5,Unique09_6a,0,,,,,,,,,3661,weapon_sword_ancient_angel_new,,,RH_002_001,,,133,4,15,28,,,Tconfuse_50,1,20,50
6,盗跖之匕,daozhizhibi,9,1028,302,5,20,N,24,,135,,8,18,,,88,100,1,5,Unique09_6b,0,Umapx5_40,8,,,,,,,3662,weapon_sword_ancient_angel_new,,,RH_002_001,,,134,5,24,42,,,Tstone_60,1,30,100
7,吴钩剑,wugoujian,9,1068,275,7,40,N,28,91,,,35,50,,,76,100,1,6,Unique09_7a,0,Tknockout_40,25,,,,,,,3663,weapon_sword_ancient_angel_new,,,RH_002_001,,,135,1,5,21,,,Tknockout_80,2,25,0
7,商君匕,shangjunbi,9,1029,337,5,30,N,31,113,,,42,63,,,68,100,0,6,Unique09_7b,0,Tcritical_30,20,,,,,,,3664,weapon_sword_ancient_angel_new,,,RH_002_001,,,136,5,8,20,,,Uap%_50,1,25,0
8,属镂剑,shuloujian,9,1069,365,6,-20,N,34,78,146,,16,40,,,64,100,0,7,Unique09_8a,0,Tmpmax_300,20,,,,,,,3665,weapon_sword_ancient_angel_new,,,RH_002_001,,,137,4,16,40,,,Tmpsteal_15,2,25,50
8,长歌剑,changgejian,9,1070,419,4,0,N,36,128,,,45,80,,,72,100,1,5,Unique09_8b,0,Tcritical_30,20,,,,,,,3666,weapon_sword_ancient_angel_new,,,RH_002_001,,,138,1,10,15,,,Tcritical_50,1,25,0
9,刺龙匕,cilongbi,9,1030,556,7,30,N,38,,192,,8,20,,,80,100,1,6,Unique09_9a,0,Umapx2_40,10,,,,,,,3667,weapon_sword_ancient_angel_new,,,RH_002_001,,,139,2,30,54,,,Tpoison_60,2,30,100
9,碧水剑,bishuijian,9,1071,599,4,10,N,40,,200,,10,18,,,60,84,0,6,Unique09_9b,0,Umapx3_40,10,,,,,,,3668,weapon_sword_ancient_angel_new,,,RH_002_001,,,140,3,28,70,,,Umap3%_50,1,25,100
1,青铜短剑,qingtongduanjian1,9,1022,50,2,30,Y,1,,,,8,12,,,20,36,0,0,Unique09_1a,0,,,,,,,,,3654,weapon_sword_ancient_angel_new,,,RH_002_001,,,126,,,,,,,1,0,0
3,错金铁短剑,cuojintieduandao1,9,1025,140,4,25,Y,1,,,,20,32,,,36,48,0,0,Unique09_3a,0,,,,,,,,,3657,weapon_sword_ancient_angel_new,,,RH_002_001,,,129,,,,,,,1,0,0
9,鱼肠剑,yuchangjian,9,1031,170,4,50,Y,20,75,100,,30,45,,,70,70,0,0,Unique09_yuchang,100,,,,,,,,,3669,weapon_sword_ancient_angel_new,,,RH_002_001,,,141,3,9,15,,,Tdeadly_50u,1,100,0
1,匕首,9_1,9,2075,10,2,20,Y,1,,36,,10,16,,,60,80,0,2,,,,,,,,,,,3654,weapon_sword_ancient_angel_new,,,RH_002_001,,,125,1,6,14,,,,1,0,100
2,匕首,9_2,9,2075,20,2,20,Y,3,,54,,10,16,,,60,80,0,2,,,,,,,,,,,3655,weapon_sword_ancient_angel_new,,,RH_002_001,,,125,1,7,16,,,,1,0,100
3,匕首,9_3,9,2075,30,3,20,Y,5,,72,,10,16,,,60,80,0,2,,,,,,,,,,,3657,weapon_sword_ancient_angel_new,,,RH_002_001,,,125,1,8,18,,,,1,0,100
4,匕首,9_4,9,2075,40,3,20,Y,7,,90,,10,16,,,60,80,0,2,,,,,,,,,,,3658,weapon_sword_ancient_angel_new,,,RH_002_001,,,125,1,9,20,,,,1,0,100
5,匕首,9_5,9,2075,50,4,20,Y,9,,108,,10,16,,,60,80,0,2,,,,,,,,,,,3660,weapon_sword_ancient_angel_new,,,RH_002_001,,,125,1,10,22,,,,1,0,100
6,匕首,9_6,9,2075,60,4,20,Y,11,,126,,10,16,,,60,80,0,2,,,,,,,,,,,3661,weapon_sword_ancient_angel_new,,,RH_002_001,,,125,1,11,24,,,,1,0,100
7,匕首,9_7,9,2075,70,5,20,Y,13,,144,,10,16,,,60,80,0,2,,,,,,,,,,,3663,weapon_sword_ancient_angel_new,,,RH_002_001,,,125,1,12,26,,,,1,0,100
8,匕首,9_8,9,2075,80,5,20,Y,15,,162,,10,16,,,60,80,0,2,,,,,,,,,,,3665,weapon_sword_ancient_angel_new,,,RH_002_001,,,125,1,13,28,,,,1,0,100
9,匕首,9_9,9,2075,90,6,20,Y,17,,180,,10,16,,,60,80,0,2,,,,,,,,,,,3667,weapon_sword_ancient_angel_new,,,RH_002_001,,,125,1,14,30,,,,1,0,100
